date,ext,detection,detection_name,engine_ver,elapsed_time,file_path,sha256,vt_positives,vt_total,vt_keyword
2022-05-29,JAR,Benign,,,0.0,a8bdcbe20b8253ce7427686f3cfe79e336e807d9fd82b5724793368f5dda2e97.jar,a8bdcbe20b8253ce7427686f3cfe79e336e807d9fd82b5724793368f5dda2e97,30,60,java trojan genericgb 29230 gen
2022-05-29,EXE,Benign,,,0.0,aac9be39ba2d7383d8b72e9ab50e41a12fe1203f69b16183e726ac584c0122fd.exe,aac9be39ba2d7383d8b72e9ab50e41a12fe1203f69b16183e726ac584c0122fd,42,68,trojan msil generickdz 88084 agensla
2022-05-29,ELF,Benign,,,0.0,ab93401d999d616368a3ff03b84189cbd075ede7563a03c72fc29eac79e1b388.elf,ab93401d999d616368a3ff03b84189cbd075ede7563a03c72fc29eac79e1b388,25,59,linux mirai trojan 1 backdoor
2022-05-29,EXE,Benign,,,0.0,addfedb90d654a7eeed9470771298c60d97cf09d2766ca223ce9ee4d61899bc2.exe,addfedb90d654a7eeed9470771298c60d97cf09d2766ca223ce9ee4d61899bc2,0,0,
2022-05-29,EXE,Benign,,,0.0,af3fe54766d73b5d832f60138055a992e440de735ca9e5cb33caa6f4de671b26.exe,af3fe54766d73b5d832f60138055a992e440de735ca9e5cb33caa6f4de671b26,32,69,gen variant tedy msil 128705
2022-05-29,ELF,Benign,,,0.0,bd7c99096d0357a462a4deaa5ad9b569793405d1b7359c27c603591eb8e6d37d.elf,bd7c99096d0357a462a4deaa5ad9b569793405d1b7359c27c603591eb8e6d37d,31,59,linux mirai trojan 1 backdoor
2022-05-29,ELF,Benign,,,0.0,c031c605ebbe9976df526770158153cb4cd2cc1563abd8a77fd5d10aeb9437d0.elf,c031c605ebbe9976df526770158153cb4cd2cc1563abd8a77fd5d10aeb9437d0,36,60,mirai linux trojan 1 backdoor
2022-05-29,ELF,Benign,,,0.0,c484d236d4096155e5f75075c231e41af19a85c4c3c9a91279b702a9cdb6d0f9.elf,c484d236d4096155e5f75075c231e41af19a85c4c3c9a91279b702a9cdb6d0f9,32,60,linux trojan mirai gen variant
2022-05-29,EXE,Benign,,,0.0,c4d15514ba8f971b8eb5f1cbb493c773b5d6d84c7921bfa4c2e1779e744b26dd.exe,c4d15514ba8f971b8eb5f1cbb493c773b5d6d84c7921bfa4c2e1779e744b26dd,36,69,win32 gen trojan variant tedy
2022-05-29,ELF,Benign,,,0.0,c8061f0b024ade5d2daf1b1c0dd5e5af2d970a4164296af0e8d36b37389b5680.elf,c8061f0b024ade5d2daf1b1c0dd5e5af2d970a4164296af0e8d36b37389b5680,14,59,mirai linux elf backdoor a
